Label,Source,Sentence,
Improving Air Quality,Matson-Environment,All of our vessels meet or exceed the dramatically reduced fuel tolerances of the IMO 2020 regulations.,
Climate action,EATON,The world is calling for nations and businesses to work together to address global climate change.,
Climate action,EATON,"Human-induced climate change has wrought observable impacts to people, infrastructure and ecosystems, including increases in global temperatures, more frequent heatwaves, extreme precipitation in some regions and droughts in others.",
Climate action,EATON,We are committed to doing our part in the global response to the threat of climate change and to advance sustainable development.,
Climate action,EATON,"In support of our mission to improve the quality of life and environment, we are part of the global movement to limit the increase of the world's temperature to 1.5°C by committing to science-based targets.",
Climate action,EATON,"A science-based target is an objective, scientific evaluation of what is needed for global greenhouse gas emissions reduction to limit catastrophic climate change.",
Climate action,EATON,"These targets include cutting carbon emissions from our operations by at least 50 percent by 2030, positioning us to achieve carbon neutrality at the same time.",
Climate action,EATON,We will also reduce indirect emissions generated through our value chain by 15 percent.,
Climate action,EATON,"Implement energy-efficient solutions in our operations, optimizing renewable energy generation and purchases, greening our energy contracts and purchasing carbon offsets where necessary.",
Climate action,EATON,Establish a chartered executive sustainability council chaired by our CEO to provide oversight and enhance accountability and alignment on our sustainability strategy.,
Climate action,EATON,Invest more than $3 billion in research and development over the next 10 years targeted at creating sustainable solutions for our customers that reduce our value chain emissions.,
Climate action,EATON,Continue to reduce our operational footprint by accelerating our zero waste-to-landfill initiative and replicating our successful waste reduction approach for our new water target.,
Climate action,EATON,"Since 2018, we have reduced the total amount of GHG emitted by our operations by 198,487 metric tons CO2e, which is an 18% decrease and places us on track to meet our target.",
Climate action,EATON,"By 2030 we are committed to achieving a science-based target of 50% reduction (from a 2018 baseline) of our Scope 1 and 2 greenhouse gas emissions, in line with a 1.5 degree Celsius climate scenario.",
Climate action,EATON,Our most recently publicly available data are provided in the table below.,
Climate action,EATON,Eaton uses an independent verification body to verify our GHG data.,
Climate action,EATON,"The verification includes a ""reasonable"" level of assurance for Scope 1 emissions (direct emissions from sources owned or controlled by the company) and Scope 2 emissions (indirect emissions from goods or resources with potential GHG emissions, mostly from the purchase of electricity).",
