Label,Source,Sentence,We strive to find products in a responsible manner while working with suppliers to improve their social and environmental practices.
Human rights,glencore,"We uphold the dignity, fundamental freedoms and human rights of our people, communities and others potentially affected by our activities.",
Human rights,glencore,Our ambition is to uphold and promote respect for human rights within the Group and throughout our value chain to enable people's basic rights and freedoms.,
Human rights,glencore,"avoid causing, or contributing to adverse human rights impacts;",
Human rights,glencore,"prevent or mitigate adverse human rights impacts linked to our operations, products or services through our business relationships;",
Human rights,glencore,"make a positive contribution to the advancement of human rights of all people, including vulnerable groups. In the event that we cause or contribute to an adverse impact on human rights, we provide for, or cooperate in, processes to enable appropriate remedy.",
Human rights,glencore,"We demonstrate respect for human rights and seek to manage human rights risks at each stage of our business and, for industrial assets, at every stage of the project life cycle from exploration through to closure.",
Human rights,glencore,"We seek to apply relevant international standards to understand, control and mitigate our impacts.",
Human rights,glencore,We are committed to implementing the UN Guiding Principles on Business and Human Rights.,
Human rights,glencore,We uphold the UN Declaration of Human Rights and the International Labour Organization Declaration on Fundamental Principles and Rights at Work.,
Human rights,glencore,We support the UN Global Compact and follow the principles set out in Organisation for Economic Co-operation and Development (OECD) Guidelines for Multinational Enterprises and OECD Due Diligence Guidance for Responsible Supply Chains of Minerals from Conflict-Affected and High-Risk Areas.,
Human rights,glencore,"We operate in accordance with the Voluntary Principles on Security and Human Rights (Voluntary Principles), International Finance Corporation's Standard 5 and ICMM's Position Statement on Indigenous Peoples and Mining.",
Human rights,glencore,"We articulate these commitments in our Code of Conduct and Group policies, including our Group Human Rights Policy and Social Performance Policy.",
Human rights,glencore,We respect human rights everywhere we operate.,
Human rights,glencore,"We uphold the human rights of our people, local communities, and broader society including vulnerable groups such as women, children, Indigenous people and victims of conflict, and others potentially affected by our activities.",
Human rights,glencore,"We require our assets, at a minimum, to:",
Human rights,glencore,Identify and assess risks of human rights impacts.,
Human rights,glencore,"Develop controls to prevent, mitigate or remediate adverse human rights impacts.",
Human rights,glencore,Engage and consult with affected groups to enable their meaningful participation in decisions affecting them.,
Human rights,glencore,Set up and maintain effective grievance and/or complaints mechanisms.,
Human rights,glencore,"Provide or participate in effective remediation if they have caused or contributed to an adverse human rights impact, giving particular attention to vulnerable and previously disadvantaged groups.",
Human rights,glencore,Take steps to ensure business partners demonstrate respect for human rights.,
Human rights,glencore,Set up monitoring and review processes to meet the requirements of the Group Human Rights Policy.,
Human rights,glencore,Implement risk controls and corrective actions where relevant to continually improve human rights performance.,
Human rights,glencore,"Assets implement Group polices to ensure local cultures, challenges and opportunities are reﬂected while meeting Glencore's expectations.",
Human rights,glencore,"All our employees have a role to play in respecting human rights, as outlined in our Code of Conduct.",
Human rights,glencore,"We report complaints, grievances and serious incidents relating to human rights to the Board HSEC Committee.",
Human rights,glencore,Our salient risks assessment considers risks to people.,
